p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	avg_log2FC
6.13811560127352e-69	-39.5530967081081	0.372	0.017	1.21497860211608e-64	cluster_19	INSM1	-57.0630564725892
5.02943170774288e-52	3.08412494130001	0.837	0.113	9.95525712230625e-48	cluster_19	TMEM176A	4.44945175829549
5.57807353142024e-48	-21.994939769415	0.279	0.014	1.10412387480932e-43	cluster_19	NEUROG3	-31.7319905299864
3.15876914738594e-46	4.07208553566598	0.721	0.098	6.25246765033574e-42	cluster_19	AC106707.1	5.87477760838099
4.18949044859847e-46	-24.1082235549069	0.279	0.014	8.29267739395582e-42	cluster_19	PAX4	-34.7808145673067
6.26210785162885e-45	-0.421000013337856	0.419	0.033	1.23952162815141e-40	cluster_19	MB	-0.607374631456712
2.53007084837068e-43	-21.837875969543	0.651	0.083	5.00802223726493e-39	cluster_19	NDUFA4L2	-31.505395364808
1.30538741224516e-41	3.38123317341922	0.791	0.128	2.58388384379807e-37	cluster_19	FKBP1B	4.87808833138117
1.22133737991273e-35	-4.27334318301129	0.907	0.213	2.41751520979925e-31	cluster_19	PRAP1	-6.16513101814705
1.82946250538394e-35	-0.504672216464156	0.465	0.05	3.62123808315696e-31	cluster_19	PPP1R14A	-0.728088103967279
2.85376108458404e-34	-5.70793279066109	0.605	0.089	5.64873469082565e-30	cluster_19	CEL	-8.23480633081425
3.41509682604176e-34	-16.0934323829269	0.884	0.199	6.75984265746706e-30	cluster_19	LY6G6F-LY6G6D	-23.2179150897305
3.67852183508023e-34	0.577519364057352	0.628	0.094	7.28126612035781e-30	cluster_19	FBXO2	0.833184322542889
2.75264381586438e-33	-382.498434282416	0.465	0.055	5.44858316912196e-29	cluster_19	SPINK4	-551.828594287035
1.05890230335737e-32	7.11984069439409	0.814	0.167	2.09599121926558e-28	cluster_19	GAS6	10.2717588617218
2.42019881755866e-32	2.59686016520427	0.698	0.128	4.79054153947561e-28	cluster_19	TMEM171	3.74647728222229
2.71850905386306e-32	0.371337140890535	0.302	0.024	5.38101682121655e-28	cluster_19	PCAT6	0.535726251660661
5.62474126408297e-32	2.00882471096507	0.674	0.118	1.11336128581258e-27	cluster_19	SMIM1	2.89812144852451
5.99612845325575e-32	-42.6506021455873	0.698	0.123	1.18687366603744e-27	cluster_19	FXYD1	-61.531812206367
6.24029712155011e-32	5.07221224436315	0.674	0.131	1.23520441223963e-27	cluster_19	PHKG1	7.31765545127899
8.26330023103431e-32	4.96868940734178	0.884	0.24	1.63563764773093e-27	cluster_19	BEX3	7.16830356768951
1.73933788813937e-31	2.32588906252676	0.512	0.068	3.44284541578306e-27	cluster_19	LRRC26	3.35554861616523
1.87458067944621e-30	0.526448112313904	0.256	0.019	3.71054499689583e-26	cluster_19	RNASE6	0.759504080920625
3.43575786038518e-30	4.13484860923583	0.86	0.215	6.80073910884643e-26	cluster_19	SNHG18	5.96532558337115
9.46672574552137e-30	-5.6356551253909	0.884	0.235	1.8738436940685e-25	cluster_19	RNF186	-8.13053170156192
2.90998580598213e-29	5.86080690111341	0.721	0.15	5.76002590436102e-25	cluster_19	JSRP1	8.45535705184413
3.75390444596998e-29	-13.5375374026588	0.395	0.043	7.43047846035298e-25	cluster_19	HEPACAM2	-19.5305380766647
4.1942715595497e-29	0.840489274497177	0.744	0.153	8.30214112497267e-25	cluster_19	ABHD12B	1.21256970823744
4.70005025410547e-29	-4.84470310162901	0.465	0.06	9.30327947297637e-25	cluster_19	NPW	-6.98942913929955
1.18464470930235e-28	0.533702873872435	0.279	0.023	2.34488573759307e-24	cluster_19	LRP3	0.76997048944395
1.52781121447478e-28	-24.4472432848653	0.884	0.279	3.02414951793138e-24	cluster_19	BIK	-35.2699166504812
2.75907086503582e-28	2.59928971460722	0.628	0.116	5.4613048702519e-24	cluster_19	ADPRHL1	3.74998238109753
4.2066595635279e-28	0.379613775149277	0.465	0.061	8.32666194004712e-24	cluster_19	CAVIN3	0.547666910860999
5.59285172421521e-28	-4.66546837154018	0.721	0.151	1.10704907029116e-23	cluster_19	HLA-DRB1	-6.73084808304532
7.65344385891254e-28	-2.44186494770919	0.349	0.036	1.51492267743315e-23	cluster_19	F10	-3.52286645058064
9.65387751189754e-28	-Inf	0.884	0.256	1.910888514705e-23	cluster_19	LCN15	-Inf
1.23743585104198e-27	-4.38633573235241	0.884	0.264	2.4493805235525e-23	cluster_19	C10orf99	-6.32814480873888
1.48828301527204e-27	-15.4218929080089	0.581	0.098	2.94590740042947e-23	cluster_19	CYP2W1	-22.249088419505
1.62430111944345e-27	-5.48843869665572	0.558	0.088	3.21514163582637e-23	cluster_19	NXPH4	-7.91814328988829
1.79807783776486e-27	10.2582104456133	0.86	0.275	3.55911527207177e-23	cluster_19	C1orf56	14.7994693382817
1.82248259996724e-27	-27.5529784881293	0.907	0.286	3.60742205837516e-23	cluster_19	ID3	-39.7505454265445
4.58373595183589e-27	-9.21862502888506	0.605	0.104	9.07304694306396e-23	cluster_19	KLF2	-13.2996646129874
8.10505924324376e-27	2.09254448534452	0.791	0.206	1.60431542660767e-22	cluster_19	TMEM98	3.01890355184609
1.45457608904776e-26	-9.91268899452159	0.698	0.149	2.87918791066114e-22	cluster_19	PBK	-14.3009872542709
1.93100225231924e-26	-68.8615132496355	0.419	0.054	3.82222585824071e-22	cluster_19	NOTUM	-99.3461636733588
2.28864283837794e-26	-6.42591129287666	0.744	0.162	4.5301396342853e-22	cluster_19	VSNL1	-9.27063035542554
2.52958986031088e-26	-206.232504018578	0.814	0.208	5.00707016949935e-22	cluster_19	LINC02313	-297.530610817715
2.72455878523254e-26	-48.8888597129791	0.674	0.143	5.3929916594893e-22	cluster_19	TNNC1	-70.5317154626312
2.81548577967721e-26	7.52247644417458	0.721	0.163	5.57297255229307e-22	cluster_19	FES	10.8526394612147
4.14059353853166e-26	-39.6100629276244	0.884	0.242	8.19589085016956e-22	cluster_19	CALB1	-57.1452413549834
4.68985563659654e-26	-6.35723640411558	0.93	0.303	9.28310024707919e-22	cluster_19	CDX1	-9.17155343397634
4.69213724589211e-26	1.18224847860408	0.372	0.044	9.28761646451883e-22	cluster_19	ERP27	1.70562401718062
6.19505985992673e-26	0.967598298995371	0.465	0.067	1.2262501486739e-21	cluster_19	POMGNT2	1.39594926753322
9.82875533442016e-26	6.3238733767179	0.884	0.27	1.94550383089513e-21	cluster_19	AMN	9.12342075980066
1.39769053111395e-25	-0.692874056269322	0.721	0.162	2.76658863728694e-21	cluster_19	PTPRD-AS1	-0.999605964940372
1.7158697079497e-25	1.36146890532872	0.581	0.103	3.39639249991564e-21	cluster_19	HOXD11	1.96418443804228
1.80791212577506e-25	-26.4218533980861	0.837	0.219	3.57858126175914e-21	cluster_19	ADIRF	-38.118676868514
2.3221171731305e-25	0.47154107241258	0.279	0.026	4.59639873249451e-21	cluster_19	TMEM253	0.680289966745093
5.34872321770266e-25	-22.5403947638491	0.884	0.246	1.05872627371206e-20	cluster_19	CDK1	-32.5189157454847
7.65420583936494e-25	2.15090316743354	0.605	0.113	1.5150735038439e-20	cluster_19	RBKS	3.10309733308873
8.0832625777353e-25	1.51474890810361	0.628	0.128	1.60000099463693e-20	cluster_19	MFAP2	2.18532073791305
8.16912974167981e-25	2.13230882560063	0.651	0.139	1.6169975410681e-20	cluster_19	B3GNT8	3.0762713683378
8.30599313154411e-25	13.6094509104556	0.814	0.229	1.64408828045784e-20	cluster_19	FCHO1	19.6342873377361
9.96042644752991e-25	0.692744525396799	0.558	0.102	1.97156681102407e-20	cluster_19	TMEM176B	0.999419091392941
1.39391304303565e-24	7.41818237004217	0.907	0.352	2.75911147738477e-20	cluster_19	PPP1R14D	10.7021749176698
2.65003139709361e-24	0.989126969634415	0.721	0.163	5.2454721474071e-20	cluster_19	EGFL7	1.4270085739011
3.08719556882107e-24	-7.03911839579948	0.791	0.217	6.11079490892442e-20	cluster_19	MIR210HG	-10.1553012018502
3.85237131265378e-24	-174.548712915133	0.907	0.336	7.62538377626689e-20	cluster_19	C15orf48	-251.820562516214
4.10817878336723e-24	-120.850849557122	0.884	0.362	8.1317290837971e-20	cluster_19	SELENBP1	-174.350921343278
4.59300755195629e-24	1.45510554081736	0.465	0.072	9.09139914834228e-20	cluster_19	AP003774.4	2.09927354770726
5.24567181869614e-24	1.33455187659264	0.674	0.156	1.03832827979271e-19	cluster_19	HYAL3	1.92535137416927
7.43413479153163e-24	-31.5487583442188	0.884	0.35	1.47151264063577e-19	cluster_19	ASCL2	-45.5152372094088
8.32265094842462e-24	0.884055207014633	0.442	0.065	1.64738552873117e-19	cluster_19	TRPM2-AS	1.27542206303208
8.55097068077565e-24	-203.54875835543	0.907	0.341	1.69257913655273e-19	cluster_19	IL32	-293.658784258485
8.64084180920653e-24	2.58316360783293	0.744	0.194	1.71036822771434e-19	cluster_19	GAA	3.7267173268254
1.49472764859475e-23	-85.9810767932463	0.535	0.092	2.95866390762845e-19	cluster_19	MT1G	-124.04447309991
2.05932854029547e-23	0.484179357975366	0.465	0.071	4.07623491266086e-19	cluster_19	AC008267.5	0.698523158651863
2.067714247067e-23	-34.5348811249634	0.512	0.087	4.09283358064441e-19	cluster_19	WNT11	-49.8233017366745
2.13826384452083e-23	0.505301694780661	0.419	0.059	4.23247945384452e-19	cluster_19	PRAC2	0.728996249212848
3.05986071391141e-23	4.80590477640898	0.698	0.162	6.05668829711625e-19	cluster_19	AOAH	6.93345498790982
3.10946162666548e-23	-105.421582088497	0.953	0.353	6.15486834382166e-19	cluster_19	UBE2C	-152.091193681743
3.12957153603882e-23	7.54466044838189	0.837	0.256	6.19467389843525e-19	cluster_19	WDR24	10.8846442140716
3.51802442367488e-23	1.06846351054174	0.628	0.129	6.96357754422206e-19	cluster_19	AC106869.1	1.54146700802938
3.57506923452388e-23	-4.74679936545554	0.744	0.185	7.07649204281656e-19	cluster_19	HLA-DQB1	-6.84818390463758
4.14400399466211e-23	-19.7230516837779	0.395	0.054	8.20264150703417e-19	cluster_19	APOE	-28.4543488553831
4.48357987277234e-23	1.01414559058942	0.488	0.08	8.87479800016557e-19	cluster_19	SH3PXD2A-AS1	1.46310281428276
5.18186079402895e-23	0.573456824426682	0.628	0.135	1.02569752557009e-18	cluster_19	FHIT	0.827323316764307
5.19873257383218e-23	8.5892386327279	0.907	0.309	1.02903712566434e-18	cluster_19	CDX2	12.3916519804484
6.05802343231689e-23	3.66135669719573	0.767	0.211	1.19912515819281e-18	cluster_19	SGF29	5.28222114996988
6.29804613491924e-23	-16.5490914950633	0.907	0.339	1.24663525194591e-18	cluster_19	GGH	-23.8752922311456
8.02179318281789e-23	5.2696634085801	0.837	0.271	1.58783374260697e-18	cluster_19	SLC39A5	7.60251726671255
8.31535682213261e-23	0.8364952093905	0.698	0.167	1.64594172937293e-18	cluster_19	C1QTNF12	1.20680749031505
8.91142428361963e-23	-4.86969076261287	0.674	0.159	1.76392732269967e-18	cluster_19	HSD11B2	-7.02547871388438
9.92496481544517e-23	1.01190701961723	0.512	0.089	1.96454753556922e-18	cluster_19	EPHX4	1.4598732390425
1.00556878680474e-22	-15.7606071635538	0.791	0.2	1.99042285660129e-18	cluster_19	AURKB	-22.7377497962582
1.06464206101645e-22	1.05389783495734	0.395	0.056	2.10735249557595e-18	cluster_19	AF127577.3	1.52045318009657
